Customer ID,Recency,Frequency,Monetary,Cluster
12769.0,239,1,1143.6,2
12770.0,211,1,1351.4499999999998,2
12772.0,60,1,892.4700000000001,1
12775.0,17,5,1386.0400000000002,3
12778.0,20,6,822.23,3
12781.0,64,2,826.74,1
12782.0,5,5,2330.9200000000005,0
12783.0,2,6,2225.91,0
12784.0,9,2,574.4200000000001,1
12785.0,364,1,311.95,2
12787.0,10,3,463.65999999999997,1
12789.0,65,1,91.85000000000001,1
12790.0,192,1,324.9200000000001,2
12791.0,374,1,192.60000000000002,2
12792.0,257,1,400.53999999999996,2
12793.0,335,2,545.48,2
12794.0,53,2,860.41,1
12795.0,19,1,430.48,1
12797.0,366,1,254.03,2
12802.0,187,1,427.58,2
12808.0,37,3,483.65000000000003,1
12809.0,178,1,489.31,2
12811.0,261,3,514.8499999999999,2
12812.0,45,1,229.64,1
12814.0,102,1,125.92,1
12815.0,148,2,1063.46,1
12816.0,96,2,572.2,1
12817.0,281,1,166.04,2
12818.0,262,1,1542.08,2
12820.0,3,4,942.34,3
12821.0,214,1,92.72,2
12822.0,71,2,948.8800000000002,1
12823.0,75,5,1759.5,0
12824.0,60,1,397.11999999999995,1
12826.0,3,7,1474.72,0
12827.0,6,3,430.15,1
12828.0,3,6,1018.71,3
12829.0,337,2,293.0,2
12831.0,262,1,215.05,2
12832.0,32,2,383.03000000000003,1
12833.0,145,1,417.38,1
12834.0,283,1,312.38,2
12836.0,59,4,2612.8599999999997,0
12837.0,173,1,134.1,2
12838.0,34,2,683.13,1
12840.0,144,4,2726.77,0
12842.0,70,2,1118.99,1
12843.0,66,8,1702.2600000000002,0
12844.0,29,2,325.96,1
12845.0,267,4,354.09,2
12847.0,22,1,871.5399999999998,1
12849.0,31,2,1050.8899999999999,1
12851.0,97,1,135.18,1
12852.0,295,1,311.55,2
12853.0,135,6,1957.1000000000004,0
12854.0,79,3,1324.5000000000002,3
12855.0,373,1,38.1,2
12856.0,8,6,2179.93,0
12857.0,211,2,1106.4,2
12863.0,52,1,521.2,1
12864.0,138,1,147.12,1
12865.0,26,2,1568.23,3
12866.0,283,1,559.12,2
12868.0,186,6,1607.0600000000002,0
12871.0,84,2,380.64000000000004,1
12872.0,327,2,599.9700000000001,2
12873.0,282,1,374.0,2
12875.0,143,2,343.2300000000001,1
12876.0,58,2,2218.020000000001,3
12878.0,236,2,854.99,2
12879.0,45,3,573.22,1
12881.0,276,1,298.0,2
12882.0,9,2,1463.0399999999997,3
12883.0,25,4,703.47,3
12884.0,88,1,309.05000000000007,1
12885.0,63,3,1175.2199999999998,3
12886.0,68,2,1378.3999999999999,3
12888.0,214,2,354.12,2
12890.0,24,1,380.47,1
12891.0,186,3,331.0,2
12893.0,31,1,188.14000000000001,1
12895.0,42,2,372.8,1
12897.0,205,2,216.5,2
12902.0,265,1,138.67999999999998,2
12904.0,18,2,509.58,1
12906.0,12,5,2919.81,0
12908.0,176,2,750.0,2
12909.0,40,5,2178.67,0
12910.0,23,8,3075.0400000000004,0
12912.0,3,5,1662.3,3
12913.0,5,5,2483.6299999999997,0
12915.0,149,2,363.65,1
12916.0,139,4,3006.1499999999996,0
12917.0,128,1,594.0,1
12919.0,8,6,1335.19,3
12920.0,17,1,164.23000000000002,1
12922.0,161,1,405.38,2
12923.0,64,1,176.97,1
12924.0,88,4,933.7000000000002,3
12925.0,5,2,694.05,1
12928.0,35,5,2062.7,0
12929.0,312,1,117.85,2
12930.0,78,2,415.8,1
12933.0,24,3,607.53,3
12935.0,2,7,2160.7,0
12936.0,17,4,1063.8999999999999,3
12937.0,15,4,1504.2700000000002,3
12938.0,26,1,114.13999999999999,1
12940.0,55,2,913.54,1
12942.0,131,3,683.9000000000001,3
12944.0,36,2,604.5099999999999,1
12945.0,288,1,462.95000000000005,2
12947.0,144,6,1603.99,0
12948.0,16,7,2064.95,0
12950.0,2,3,1843.0,3
12951.0,9,6,1064.07,3
12952.0,6,4,1387.79,3
12953.0,10,1,329.85,1
12956.0,306,1,108.07,2
12962.0,7,2,266.39,1
12963.0,8,8,1856.63,0
12965.0,89,1,771.91,1
12966.0,10,1,160.18,1
12967.0,358,2,1660.9,2
12968.0,112,1,135.95,1
12970.0,7,4,452.24000000000007,3
12974.0,198,1,144.8,2
12976.0,212,1,738.6,2
12977.0,156,1,39.24,2
12981.0,30,2,372.2199999999999,1
12982.0,243,1,390.53999999999996,2
12984.0,19,1,97.5,1
12985.0,1,2,1239.3799999999999,3
12987.0,74,2,558.7,1
12988.0,292,1,535.3200000000002,2
12990.0,31,3,409.5000000000001,1
12991.0,23,2,503.76000000000005,1
12993.0,23,4,414.75999999999993,3
12994.0,4,3,974.42,3
12995.0,85,1,211.32,1
12997.0,22,4,1226.89,3
12999.0,196,3,455.88,2
13000.0,107,3,534.8500000000001,1
13002.0,318,1,120.94999999999999,2
13003.0,106,3,149.05,1
13005.0,174,2,513.6999999999999,2
13006.0,56,1,81.57,1
13008.0,323,1,229.47000000000003,2
13011.0,372,1,50.550000000000004,2
13012.0,9,8,1661.8400000000001,0
13015.0,53,5,3346.2799999999997,0
13016.0,73,3,789.8899999999999,3
13017.0,7,1,204.0,1
13023.0,64,2,689.9000000000001,1
13026.0,1,5,975.36,3
13028.0,23,2,661.3200000000002,1
13029.0,31,3,1247.5,3
13030.0,11,2,799.4800000000001,1
13032.0,52,2,1010.1800000000002,1
13033.0,357,1,190.54999999999998,2
13034.0,55,2,642.7700000000001,1
13035.0,74,2,921.88,1
13037.0,138,3,881.07,3
13038.0,80,3,908.46,3
13040.0,9,2,676.99,1
13043.0,273,1,516.4200000000001,2
13044.0,291,1,560.47,2
13045.0,99,1,305.28,1
13046.0,31,2,629.31,1
13048.0,14,4,1835.9099999999999,3
13049.0,64,2,656.6800000000002,1
13052.0,212,1,348.15000000000003,2
13055.0,78,3,1214.41,3
13058.0,25,3,271.4,1
13059.0,250,1,183.4,2
13060.0,254,1,307.53000000000003,2
13061.0,72,1,248.61,1
13062.0,191,1,346.98,2
13064.0,13,4,1119.4900000000002,3
13065.0,373,1,205.85999999999999,2
13066.0,24,2,470.79999999999995,1
13067.0,82,1,115.46000000000001,1
13068.0,10,2,344.0,1
13070.0,192,1,228.8,2
13072.0,267,1,177.14999999999998,2
13075.0,130,1,919.6100000000001,1
13077.0,1,4,729.2700000000001,3
13079.0,4,5,220.09999999999997,3
13080.0,179,1,58.08,2
13083.0,4,2,303.75,1
13085.0,158,2,416.08000000000004,1
13091.0,28,1,345.82000000000005,1
13092.0,71,5,477.83000000000004,3
13095.0,71,1,74.4,1
13099.0,99,1,207.35999999999999,1
13101.0,234,1,101.19,2
13103.0,40,1,243.94,1
13104.0,3,6,1098.48,3
13106.0,133,1,76.5,1
13107.0,44,4,1531.6200000000003,3
13108.0,373,1,350.05999999999995,2
13109.0,60,2,786.54,1
13110.0,31,7,1488.67,0
13115.0,12,4,2294.7799999999997,0
13116.0,138,1,501.14,1
13117.0,22,8,984.9100000000001,0
13118.0,20,5,1197.81,3
13120.0,239,1,30.599999999999998,2
13121.0,269,1,283.72999999999996,2
13122.0,94,2,922.39,1
13126.0,5,8,2099.64,0
13127.0,78,1,259.16999999999996,1
13130.0,94,1,64.0,1
13131.0,23,3,1073.2999999999997,3
13132.0,262,1,77.3,2
13133.0,274,2,109.80000000000001,2
13134.0,86,4,1793.5800000000002,3
13135.0,197,1,3096.0,0
13136.0,56,5,2607.6099999999997,0
13137.0,11,8,3650.41,0
13138.0,22,6,962.39,3
13140.0,108,3,423.72,1
13141.0,85,5,2388.75,0
13142.0,19,1,307.0899999999999,1
13144.0,333,1,110.94999999999999,2
13145.0,40,4,618.52,3
13146.0,26,1,228.91,1
13147.0,10,4,712.8000000000001,3
13149.0,14,4,1676.0600000000002,3
13151.0,296,1,1257.8700000000003,2
13153.0,6,1,486.22,1
13155.0,33,4,971.7600000000002,3
13157.0,49,4,1741.2199999999998,3
13158.0,95,4,1201.06,3
13159.0,9,4,1437.85,3
13160.0,22,1,91.8,1
13161.0,313,1,112.75,2
13162.0,122,4,1688.2899999999997,3
13165.0,46,2,1021.48,1
13166.0,283,1,417.20000000000005,2
13167.0,19,4,791.3299999999999,3
13168.0,36,4,1319.19,3
13169.0,64,2,712.88,1
13170.0,27,1,116.00999999999999,1
13171.0,22,3,468.40999999999997,1
13173.0,4,2,353.65000000000003,1
13174.0,16,3,2817.0299999999997,0
13176.0,46,1,492.84000000000003,1
13177.0,65,1,282.45,1
13182.0,45,1,121.18,1
13185.0,268,1,71.4,2
13186.0,40,3,1575.89,3
13187.0,337,1,236.01999999999998,2
13188.0,11,1,114.60000000000001,1
13189.0,19,2,260.67999999999995,1
13192.0,95,2,911.9400000000002,1
13193.0,61,1,117.88000000000001,1
13194.0,136,1,60.7,1
13196.0,11,4,1797.78,3
13198.0,10,6,3401.24,0
13200.0,19,4,870.0900000000001,3
13203.0,10,4,869.4599999999999,3
13207.0,15,2,250.26000000000002,1
13208.0,59,6,1223.9,3
13210.0,94,1,353.48,1
13211.0,10,3,1197.42,3
13212.0,20,3,788.0799999999999,3
13213.0,57,5,1520.58,3
13216.0,268,1,333.74,2
13217.0,122,3,533.98,1
13218.0,127,1,62.64,1
13220.0,78,4,819.29,3
13221.0,240,2,847.4100000000001,2
13223.0,200,2,163.20000000000002,2
13224.0,60,2,2155.9499999999994,3
13226.0,273,1,108.21,2
13227.0,202,1,257.7,2
13228.0,81,1,358.0,1
13229.0,226,1,160.95,2
13232.0,13,7,1357.6000000000001,0
13233.0,74,2,605.1199999999999,1
13235.0,212,1,1031.0700000000002,2
13236.0,25,2,744.85,1
13238.0,17,4,700.7299999999999,3
13239.0,262,1,329.56,2
13240.0,96,4,663.6500000000001,3
13242.0,112,3,270.40000000000003,1
13243.0,203,1,600.0700000000002,2
13244.0,93,1,121.74,1
13245.0,51,1,430.5,1
13246.0,18,6,1987.3,0
13247.0,18,4,501.11999999999995,3
13248.0,125,2,465.67999999999995,1
13249.0,92,3,711.41,3
13253.0,157,2,1030.3999999999999,1
13255.0,9,2,399.51,1
13258.0,12,3,698.5799999999999,3
13259.0,62,1,292.31999999999994,1
13260.0,61,1,557.62,1
13261.0,269,2,944.1,2
13262.0,263,1,200.29,2
13265.0,53,5,2107.6600000000003,0
13270.0,366,1,590.0,2
13271.0,37,1,217.38,1
13272.0,31,2,276.56000000000006,1
13273.0,113,1,138.98,1
13276.0,64,2,590.93,1
13277.0,16,4,258.4,3
13278.0,41,1,542.73,1
13279.0,78,1,137.75,1
13280.0,122,3,814.86,3
13282.0,18,3,1132.14,3
13283.0,60,2,93.66,1
13284.0,331,1,201.19,2
13285.0,23,4,2709.1200000000003,0
13291.0,156,1,361.11,1
13292.0,39,2,578.9399999999999,1
13294.0,190,2,873.74,2
13295.0,360,1,201.2,2
13296.0,137,1,87.4,1
13297.0,8,4,2089.85,0
13298.0,1,1,360.0,1
13299.0,268,1,142.5,2
13300.0,169,1,371.89,2
13301.0,104,4,618.09,3
13302.0,155,1,63.75,1
13304.0,351,1,300.41999999999996,2
13307.0,120,1,15.0,1
13308.0,23,3,1385.51,3
13309.0,7,5,1456.79,3
13310.0,28,3,1132.0300000000002,3
13311.0,4,2,598.57,1
13313.0,22,5,1555.32,3
13314.0,2,3,775.94,3
13317.0,66,6,2273.68,0
13318.0,1,3,640.7600000000001,3
13320.0,78,4,1548.6999999999998,3
13321.0,72,2,567.36,1
13322.0,17,1,199.48,1
13323.0,3,5,787.8499999999999,3
13325.0,82,1,675.3,1
13327.0,39,8,3627.77,0
13328.0,316,1,1308.48,2
13329.0,32,2,789.0,1
13330.0,93,3,1140.93,3
13332.0,14,1,350.9,1
13334.0,82,3,3536.8200000000006,0
13336.0,77,1,795.1200000000001,1
13338.0,158,1,487.02000000000004,2
13339.0,201,1,860.12,2
13341.0,261,1,775.8499999999999,2
13343.0,178,1,353.43,2
13344.0,68,3,2543.7200000000007,0
13345.0,288,1,389.5,2
13347.0,70,1,341.36,1
13348.0,64,1,233.76,1
13349.0,11,1,247.32,1
13350.0,16,2,979.12,1
13351.0,66,1,373.94,1
13352.0,60,1,397.97999999999996,1
13354.0,71,1,743.5300000000001,1
13355.0,122,1,674.7,1
13356.0,80,1,768.2400000000001,1
13357.0,257,1,609.95,2
13358.0,269,1,439.03000000000003,2
13359.0,64,1,439.55999999999995,1
13362.0,9,4,3090.7400000000002,0
13363.0,18,2,992.5,1
13364.0,71,1,134.96,1
13365.0,34,2,2225.37,3
13366.0,50,1,56.160000000000004,1
13368.0,257,2,623.4,2
13369.0,366,1,308.28,2
13370.0,372,1,754.8700000000001,2
13372.0,90,1,378.63999999999993,1
13373.0,61,3,3312.2500000000005,0
13375.0,89,1,778.65,1
13376.0,99,3,1019.76,3
13379.0,26,3,572.56,1
13381.0,32,6,3639.31,0
13382.0,281,1,222.99,2
13385.0,330,1,534.5699999999999,2
13388.0,131,2,677.1,1
13389.0,11,3,797.9599999999999,3
13390.0,75,1,544.08,1
13391.0,204,1,59.8,2
13394.0,2,8,2520.0200000000004,0
13395.0,185,1,307.71999999999997,2
13396.0,29,2,1360.99,3
13397.0,73,5,1544.1299999999999,3
13398.0,192,1,457.34000000000003,2
13402.0,127,2,621.2300000000002,1
13403.0,18,1,75.0,1
13404.0,1,2,252.49,1
13405.0,74,3,572.4509999999999,1
13410.0,24,5,1003.0600000000002,3
13411.0,107,1,213.55,1
13414.0,134,3,1390.5,3
13416.0,44,2,712.5,1
13417.0,5,2,640.83,1
13419.0,64,1,221.06,1
13420.0,150,2,159.85,1
13421.0,40,2,1851.08,3
13422.0,64,1,2626.3,3
13425.0,108,3,1624.2100000000003,3
13427.0,19,3,582.6,1
13428.0,10,1,218.46999999999997,1
13429.0,11,4,1006.7999999999998,3
13430.0,19,2,679.4499999999999,1
13431.0,67,2,1269.1,3
13434.0,74,2,534.24,1
13436.0,2,1,196.88999999999996,1
13437.0,14,7,3408.0600000000004,0
13439.0,255,1,283.71,2
13441.0,92,1,296.64000000000004,1
13447.0,23,3,1129.1400000000003,3
13448.0,17,6,3539.3700000000003,0
13449.0,24,1,291.88000000000005,1
13450.0,27,6,2043.72,0
13451.0,26,5,2976.15,0
13452.0,259,2,590.0,2
13453.0,166,2,356.97999999999996,2
13455.0,25,2,1058.3400000000001,1
13456.0,18,6,1766.72,0
13460.0,29,2,183.44,1
13461.0,39,3,1445.0000000000002,3
13462.0,253,1,151.5,2
13464.0,58,1,674.6800000000001,1
13466.0,184,1,307.90000000000003,2
13467.0,11,2,1083.71,1
13470.0,99,2,165.0,1
13471.0,1,4,2531.58,0
13473.0,61,2,422.64000000000004,1
13474.0,236,1,229.59,2
13475.0,191,4,1431.7800000000002,3
13476.0,179,2,1238.47,2
13477.0,38,6,1454.5800000000002,0
13479.0,201,2,300.95,2
13481.0,46,5,1804.5600000000002,0
13482.0,232,1,184.64,2
13483.0,66,1,140.34,1
13484.0,241,1,313.8,2
13485.0,233,1,454.24,2
13486.0,78,3,1122.4099999999999,3
13487.0,58,3,575.4000000000001,1
13489.0,105,4,449.52,3
13492.0,136,3,1269.84,3
13493.0,275,2,618.63,2
13494.0,312,1,316.26000000000005,2
13495.0,8,5,2044.87,0
13496.0,11,2,653.3299999999999,1
13497.0,283,2,348.04999999999995,2
13499.0,18,5,1159.11,3
13500.0,23,3,1166.77,3
13501.0,288,1,1340.32,2
13502.0,17,3,291.99999999999994,1
13503.0,71,1,216.85000000000002,1
13504.0,64,1,295.93000000000006,1
13506.0,316,2,458.52,2
13507.0,3,4,2479.16,0
13508.0,244,1,110.97000000000003,2
13509.0,9,7,979.72,3
13510.0,1,4,1791.56,3
13512.0,261,1,251.20999999999998,2
13513.0,127,1,205.09999999999997,1
13514.0,74,1,152.20000000000002,1
13515.0,73,4,891.12,3
13516.0,21,3,1389.4100000000003,3
13517.0,60,3,2128.42,3
13518.0,86,1,659.4399999999998,1
13519.0,78,1,122.75,1
13520.0,59,6,3624.3499999999995,0
13521.0,1,3,1093.65,3
13522.0,30,1,125.80000000000001,1
13524.0,41,5,680.1800000000001,3
13525.0,15,2,628.78,1
13527.0,34,7,2287.51,0
13529.0,79,2,307.76,1
13531.0,205,2,483.80000000000007,2
13532.0,34,1,210.30999999999995,1
13533.0,183,3,270.79,2
13536.0,1,7,3448.29,0
13538.0,43,7,1280.8500000000001,0
13539.0,86,3,631.34,1
13544.0,40,2,291.40999999999997,1
13546.0,12,3,626.99,3
13548.0,96,2,682.4100000000001,1
13549.0,26,7,918.1999999999999,3
13551.0,319,1,91.80000000000001,2
13557.0,28,2,584.06,1
13558.0,6,4,605.06,3
13560.0,7,1,174.36999999999998,1
13561.0,216,1,141.86,2
13562.0,82,3,1799.33,3
13563.0,84,2,777.53,1
13564.0,144,3,1749.0200000000004,3
13565.0,19,2,240.22,1
13566.0,41,2,874.71,1
13568.0,173,1,192.85,2
13569.0,17,2,373.74999999999994,1
13570.0,243,1,239.49000000000004,2
13572.0,206,1,1384.2499999999998,2
13573.0,50,2,294.4,1
13575.0,23,5,732.07,3
13577.0,25,4,1687.6000000000001,3
13579.0,15,2,467.0400000000001,1
13581.0,309,1,118.0,2
13583.0,156,1,781.03,1
13584.0,307,1,142.4,2
13587.0,64,1,712.4,1
13589.0,15,2,379.65000000000003,1
13590.0,11,6,1981.9199999999994,0
13591.0,65,3,1117.1299999999997,3
13592.0,36,4,247.95999999999998,3
13593.0,108,5,2037.0800000000002,0
13594.0,53,1,396.97,1
13596.0,6,2,697.0400000000001,1
13598.0,47,1,180.17000000000002,1
13600.0,312,1,219.51999999999998,2
13601.0,45,2,693.32,1
13602.0,65,1,428.89,1
13603.0,26,1,164.34,1
13606.0,29,3,280.53999999999996,1
13607.0,40,1,678.0100000000001,1
13610.0,12,7,1131.88,3
13611.0,89,3,1171.7999999999997,3
13614.0,24,4,1610.46,3
13615.0,319,1,417.6900000000001,2
13617.0,40,3,544.1800000000001,1
13618.0,174,1,177.34,2
13621.0,117,1,213.85,1
13623.0,31,5,747.7800000000001,3
13626.0,253,1,257.22999999999996,2
13627.0,59,5,1638.47,3
13630.0,5,7,2031.7800000000002,0
13632.0,25,5,2121.27,0
13634.0,33,5,1575.1599999999999,3
13635.0,68,1,1071.03,1
13636.0,37,5,949.12,3
13637.0,52,3,810.5,3
13638.0,16,1,122.64,1
13639.0,74,1,1033.3400000000001,1
13642.0,216,1,354.8,2
13643.0,31,3,519.44,1
13644.0,16,4,2624.26,0
13645.0,120,1,252.1,1
13647.0,10,4,1678.1200000000001,3
13649.0,257,2,346.6,2
13650.0,17,6,1836.3400000000001,0
13651.0,35,2,94.2,1
13652.0,46,3,1095.08,3
13654.0,43,6,2707.33,0
13655.0,114,2,932.97,1
13656.0,165,2,379.65000000000003,2
13657.0,11,2,382.14,1
13658.0,10,5,2639.1700000000005,0
